STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
240,20210101,  211,   20,   23,   30,    2,   10,    8,   50,   12,   21,  -22,    3,   64,   14,  -41,    6,   18,   23,  217,    7,    5,    5,   10,10080,10109,   24,10057,    1,    1,    3,   70,   12,    6,   94,   98,    1,   86,   12,    2
240,20210102,  151,   14,   19,   30,    1,   10,    4,   50,   24,   26,    2,    7,   45,   13,  -13,   12,   34,   44,  253,    6,    8,    6,    1,10132,10152,   23,10113,    1,    1,   10,   60,    2,    7,   98,   99,   10,   95,   24,    3
240,20210103,   51,   47,   48,   70,   17,   20,    1,  120,   17,   37,   28,    4,   45,   12,   23,    6,    3,    4,  141,    0,   -1,   -1,    1,10171,10183,   19,10154,    1,   44,    8,   75,   16,    8,   84,   94,    2,   73,   17,    2
240,20210104,   48,   75,   75,   90,   11,   60,   24,  150,   11,   32,   25,   16,   39,    1,   23,   18,    0,    0,   91,   34,   11,    3,    3,10184,10195,   10,10174,    3,   61,    3,   75,   12,    8,   83,   89,    3,   79,   20,    1
240,20210105,   55,   62,   63,   70,    1,   50,   12,  110,    1,   32,   23,    3,   36,   17,   21,    6,    0,    0,   80,    0,   -1,   -1,    1,10184,10190,   21,10176,    5,   60,   20,   70,    1,    8,   87,   91,   20,   84,    1,    1
240,20210106,   20,   25,   36,   60,    1,   20,   14,  110,    5,   24,   13,   19,   35,   14,    4,   24,    0,    0,  130,   19,    3,    2,   22,10169,10186,    1,10145,   24,   62,   22,   75,   14,    8,   85,   94,   23,   77,   14,    2
240,20210107,  312,   35,   38,   70,   15,   20,    5,  110,   15,   31,   13,    1,   48,   12,   10,    6,    0,    0,  135,  161,   64,   18,   20,10124,10141,    1,10115,   14,   50,   20,   75,   12,    8,   89,   95,    6,   78,   12,    2
240,20210108,  343,   10,   15,   30,    2,   10,    5,   40,    2,   16,  -32,   24,   50,   14,  -58,   24,   40,   50,  303,   18,    3,    2,    2,10165,10213,   24,10119,    1,    2,   23,   75,   14,    5,   92,   99,   24,   77,   14,    3
240,20210109,  302,   13,   17,   40,   14,   10,    1,   80,   21,    1,  -44,    3,   63,   13,  -70,   12,   50,   63,  368,    0,   -1,   -1,    1,10239,10251,   21,10215,    1,    1,    1,   75,   12,    3,   90,   98,    1,   78,   12,    4
240,20210110,  223,   36,   37,   50,   13,   10,    1,   80,   13,   28,  -24,    1,   52,   12,  -51,    6,   17,   21,  199,    0,   -1,   -1,    1,10230,10247,    2,10204,   24,   58,   24,   75,   11,    8,   88,   92,    1,   78,   11,    2
240,20210111,  229,   73,   75,  100,   22,   50,    1,  160,   24,   59,   40,    1,   78,   24,   38,    6,    0,    0,   74,   45,   37,   12,   19,10142,10201,    1,10066,   24,   27,   19,   75,   11,    8,   86,   93,   19,   73,   13,    1
240,20210112,  293,   52,   60,  100,    2,   30,   18,  150,    2,   51,    4,   23,   83,    5,  -16,   24,   37,   46,  341,   74,   90,   20,    4,10095,10166,   24,10032,    5,   56,    3,   80,   11,    5,   83,   93,    1,   65,   11,    4
240,20210113,  289,   54,   58,   80,   11,   10,   24,  140,   11,   46,   17,    1,   64,   12,    6,    6,   41,   50,  363,    6,    4,    1,    1,10154,10175,   24,10139,   17,   65,    3,   80,    5,    8,   77,   88,    1,   69,    5,    5
240,20210114,   78,   36,   39,   60,   14,   10,    1,  100,   14,   18,    2,   24,   37,    1,   -8,   24,   15,   18,  233,    0,    0,    0,    1,10202,10241,   24,10176,    1,   70,    4,   75,    1,    8,   77,   85,    7,   70,    2,    3
240,20210115,  359,    4,   20,   50,    1,   10,   10,   80,    1,   16,   -2,    1,   29,   14,  -12,    6,    0,    0,   84,    0,    0,    0,    1,10286,10303,   21,10246,    1,   70,   10,   80,    2,    8,   78,   89,   24,   66,    2,    1
240,20210116,  183,   52,   54,   80,   13,   20,    2,  120,   13,    9,   -8,   17,   25,    7,   -7,   18,    0,    0,  112,   38,   14,    5,   15,10216,10289,    1,10147,   24,   22,   15,   80,    9,    8,   84,   96,   18,   66,   12,    1
240,20210117,  282,   31,   39,   70,   14,   10,    6,  110,   14,   39,    2,    1,   82,   13,    1,    6,   27,   33,  330,    5,    5,    3,   14,10185,10229,   23,10140,    3,   17,    2,   67,   23,    7,   91,   98,    5,   82,   13,    4
  240,20210118,  235,   54,   57,   80,   11,   30,    1,  120,   12,   52,   13,    2,   70,   12,    0,    6,    0,    0,  168,    0,   -1,   -1,    1,10191,10222,    1,10137,   24,   57,   24,   70,   13,    8,   88,   95,    4,   82,   14,    2
  240,20210119,  222,  101,  108,  130,   16,   90,    1,  210,   16,   80,   49,    4,  103,   13,   47,    6,    2,    2,  101,  106,  183,   34,    8,10038,10121,    1, 9998,   24,   30,   11,   70,   16,    8,   88,   98,   10,   81,   16,    1
  240,20210120,  191,   97,   99,  120,   21,   80,   14,  180,   21,   90,   73,    2,  108,   22,   70,    6,    7,    8,  173,    0,   -1,   -1,    1, 9932, 9993,    1, 9840,   24,   69,    6,   83,   15,    8,   72,   84,    4,   59,   21,    2
  240,20210121,  211,   93,   98,  150,    4,   20,   21,  260,    4,   67,   37,   22,  111,    3,   35,   24,   36,   43,  321,   66,   75,   17,    4, 9855, 9885,   11, 9797,    3,   57,   21,   80,    9,    7,   77,   94,   23,   69,    9,    4
  240,20210122,  234,   51,   56,   90,   13,   30,   21,  130,   11,   43,    8,   22,   72,   12,   -7,   24,   49,   58,  408,   16,    9,    7,    1, 9912, 9955,   22, 9840,    1,   65,   21,   80,   12,    6,   82,   92,   21,   67,   12,    5
  240,20210123,  205,   26,   34,   70,    8,    0,   20,  110,    8,   31,    5,   23,   60,   12,   -9,   24,   28,   33,  302,   14,   14,   10,   18, 9937, 9944,    1, 9928,    6,   58,   18,   80,   13,    8,   87,   94,   21,   65,   13,    4
  240,20210124,  224,    6,   27,   40,   13,   20,    1,   80,   14,   15,  -16,   24,   54,   12,  -32,   24,   31,   36,  384,    6,    9,    6,    5, 9977, 9990,   10, 9941,    1,   62,   24,   80,   13,    7,   86,   95,    6,   68,   13,    4
  240,20210125,  270,   38,   46,  100,   21,   10,    4,  170,   23,   23,  -45,    7,   64,   13,  -66,   12,   60,   69,  554,   15,   25,   11,   19,10047,10088,   24, 9987,    1,    8,    8,   80,   13,    5,   84,   98,    8,   68,   13,    6
  240,20210126,  265,   43,   59,  100,    1,   40,    8,  160,    1,   44,   26,   24,   66,   14,   16,   12,   32,   37,  325,   14,   20,    9,   12,10149,10174,   15,10094,    1,   61,    5,   75,    1,    7,   82,   88,   20,   76,   15,    4
  240,20210127,  230,   43,   54,   90,    4,   10,   24,  130,    4,   51,   19,    5,   74,   14,   18,    6,    0,    0,  134,   31,   10,    6,    6,10101,10136,    1,10086,    7,   15,    8,   70,    2,    8,   92,   96,   10,   87,    3,    2
  240,20210128,   95,   33,   36,   50,    8,   10,    1,   80,   12,   48,   40,   20,   57,    1,   37,    6,    0,    0,   95,   91,  105,   19,    7,10022,10088,    1, 9977,   24,    3,   24,   65,    1,    8,   94,   98,   24,   91,    7,    1
  240,20210129,  270,   56,   81,  110,    9,   40,    1,  180,   18,   71,   20,   24,   96,   11,   17,   24,   14,   16,  289,   64,   84,   18,    8, 9948,10026,   24, 9902,    5,    3,    1,   75,   22,    8,   88,   99,    1,   79,   23,    4
  240,20210130,   70,   62,   64,   80,    8,   40,    1,  120,    8,    5,  -20,   24,   21,   13,  -26,   24,    0,    0,  259,    0,    0,    0,    1,10030,10049,   24,10015,   13,   59,   23,   75,    1,    8,   79,   87,   23,   72,   13,    3
  240,20210131,   81,   46,   47,   60,   19,   30,    8,   90,   14,   -8,  -42,    7,   22,   14,  -54,   12,   71,   79,  571,    0,    0,    0,    1,10010,10058,    8, 9932,   24,   56,    8,   81,   13,    6,   79,   90,    7,   61,   14,    6
  240,20210201,   39,   20,   30,   50,    1,   10,   20,  120,   15,    8,    0,   19,   18,   14,   -6,   24,    0,    0,  170,   76,   17,    3,    2, 9961,10028,   24, 9914,    4,   16,   14,   65,    1,    8,   92,   95,    9,   86,    1,    2
  240,20210202,  143,   22,   36,   60,   10,   10,    1,   90,   10,   42,   -5,    3,   89,   19,  -16,    6,    0,    0,  151,   69,   59,   33,   24, 9981,10026,    2, 9959,   14,   14,   11,   63,    1,    8,   93,   97,   16,   86,    1,    2
  240,20210203,  228,   45,   50,   80,    2,   20,   11,  140,    1,   82,   71,   20,  101,    2,   64,   12,    0,    0,   92,   74,  132,   36,   14, 9963,10037,   24, 9929,   12,   32,   11,   70,   23,    8,   92,   97,   11,   86,    3,    1
  240,20210204,  192,   19,   45,   80,    1,   30,    8,  120,    1,   67,   27,    8,   92,   14,   13,   12,   36,   39,  480,   12,    6,    4,   23,10111,10133,   11,10047,    1,   58,   12,   70,    1,    7,   88,   96,    7,   81,   14,    6
  240,20210205,  106,   26,   27,   50,    2,   10,   18,   70,    2,   66,   49,    4,   87,   15,   42,    6,    2,    2,  192,   34,   42,   16,   16,10108,10115,   19,10100,    6,   29,   18,   61,   13,    8,   93,   98,   19,   89,    6,    3
  240,20210206,   71,   78,   78,  120,   20,   30,    1,  220,   21,   26,  -12,   24,   63,    1,  -13,   24,    0,    0,  169,   26,   15,    5,   10,10091,10110,    1,10044,   24,    7,    5,   75,   19,    8,   90,   98,    4,   78,   19,    2
  240,20210207,   63,  120,  121,  140,    6,  100,   23,  220,    9,  -38,  -50,   24,  -11,    1,     ,     ,    0,    0,  169,  177,   54,    6,    1,10021,10036,    1,10014,   14,    5,    5,   57,   20,    8,   84,   90,    1,   79,   12,    2
  240,20210208,   70,   81,   81,  110,    4,   40,   21,  170,    2,  -45,  -54,    9,  -30,   23,     ,     ,    0,    0,  364,   33,   13,    5,   13,10036,10059,   24,10021,    4,   16,   13,   75,    5,    8,   78,   85,   13,   75,    5,    3
  240,20210209,   63,   47,   48,   60,    6,   40,    1,  110,   10,  -27,  -56,    4,  -16,   17,     ,     ,   55,   58,  593,    0,    0,    0,    1,10088,10104,   23,10061,    1,   65,    8,   80,   16,    7,   74,   85,    3,   69,   16,    6
  240,20210210,   52,   37,   40,   60,    1,   10,   24,  100,    1,  -33,  -71,   24,  -10,   14,     ,     ,   69,   72,  672,    0,   -1,   -1,    1,10164,10253,   24,10104,    1,   59,   17,   83,   14,    6,   76,   90,   24,   64,   14,    6
  240,20210211,   89,   14,   19,   40,   20,    0,    7,   60,   14,  -50, -105,    5,    1,   13, -125,   12,   89,   92,  980,    0,    0,    0,    1,10302,10330,   23,10259,    1,    1,    3,   83,   16,    1,   76,   98,    3,   55,   12,    8
  240,20210212,   78,   60,   60,   80,   13,   30,    1,  130,   12,  -49,  -79,    5,  -31,   14,     ,     ,   87,   90,  888,    0,   -1,   -1,    1,10355,10389,   24,10330,    1,   63,    8,   80,   11,    2,   71,   82,    8,   65,   20,    8
  240,20210213,  106,   52,   53,   70,   23,   40,    5,  100,    2,  -46,  -85,    8,   -7,   16,     ,     ,   89,   91,  924,    0,    0,    0,    1,10392,10405,    9,10377,   23,   75,    3,   83,   10,    2,   62,   78,    6,   48,   15,    8
  240,20210214,  140,   64,   64,   80,   18,   40,    5,  120,   19,   -8,  -61,    7,   30,   15,     ,     ,   79,   80,  776,    0,    0,    0,    1,10331,10381,    1,10270,   24,   80,    4,   83,    1,    8,   55,   68,    5,   46,   14,    8
  240,20210215,  177,   57,   61,   80,    1,   40,   21,  120,    2,   26,   11,    2,   46,   19,     ,     ,    0,    0,  138,   66,   76,   21,    9,10215,10266,    1,10194,   15,   17,   16,   83,    1,    8,   85,   97,   15,   50,    1,    2
  240,20210216,  195,   53,   58,   80,   23,   40,    2,  130,   24,   69,   35,    2,  103,   14,    0,    6,   18,   18,  463,   24,   17,    8,   19,10124,10198,    1,10082,   17,   38,    4,   75,   11,    8,   87,   96,    5,   73,   14,    6
  240,20210217,  208,   61,   66,   90,    1,   50,    6,  130,    3,   88,   54,    6,  106,   14,   48,    6,    6,    6,  369,   24,    6,    2,   15,10135,10146,   18,10109,    1,   56,   18,   70,   23,    8,   86,   93,    6,   80,   14,    5
  240,20210218,  177,   57,   72,   90,   10,   50,    1,  140,   10,   82,   42,   23,  115,   14,   34,   24,   14,   14,  441,   33,   38,   16,   18,10077,10132,    1,10030,   15,   61,   16,   80,   12,    7,   80,   92,   17,   66,   13,    6
  240,20210219,  178,   57,   59,   80,   16,   40,    7,  120,   16,   68,   24,    7,   97,   15,   13,   12,   52,   51,  664,    0,    0,    0,    1,10132,10147,    8,10113,    1,   60,    3,   75,   13,    6,   83,   93,    3,   72,   15,    9
  240,20210220,  155,   65,   65,   80,   12,   40,    4,  120,   12,  118,   87,    1,  160,   14,   80,   12,   87,   85,  814,    0,    0,    0,    1,10101,10117,    2,10083,   16,   70,    1,   81,   13,    8,   72,   85,    7,   56,   15,   12
  240,20210221,  153,   36,   39,   60,   12,   20,   17,   90,   12,  110,   79,   19,  162,   15,   43,   18,   60,   58,  783,    0,    0,    0,    1,10122,10133,   24,10102,    1,   70,    7,   83,   17,    5,   72,   82,    7,   55,   13,   12
  240,20210222,  181,   41,   44,   60,   13,   20,   23,   90,   15,  115,   76,    3,  158,   13,   61,    6,   60,   58,  675,    0,    0,    0,    1,10176,10236,   23,10133,    1,   71,   24,   83,    7,    6,   65,   74,    1,   54,   14,   10
  240,20210223,  191,   54,   57,   90,   14,   30,    2,  130,   15,  122,   80,    2,  165,   15,   57,    6,   48,   46,  670,    0,    0,    0,    1,10267,10280,   17,10240,    1,   63,    5,   80,   12,    7,   77,   86,    2,   63,   14,   10
  240,20210224,  189,   55,   57,   80,    1,   40,   18,  120,   15,  131,   93,    7,  180,   13,   83,   12,   75,   71,  868,    0,    0,    0,    1,10262,10278,    1,10245,   24,   65,   24,   83,   17,    7,   70,   86,    7,   48,   15,   14
  240,20210225,  245,   21,   40,   70,   12,   20,   20,   90,   11,   99,   70,   24,  157,   11,   56,   24,   52,   49,  833,    0,   -1,   -1,    1,10266,10314,   23,10233,    3,   61,    6,   75,   12,    8,   82,   91,    6,   65,   11,   12
  240,20210226,  306,   31,   33,   60,   13,   10,    1,   90,   13,   56,   15,   24,  100,   13,  -19,   24,   92,   87, 1094,    0,   -1,   -1,    1,10353,10389,   24,10312,    1,    1,   24,   79,   13,    2,   86,   99,   24,   63,   13,   14
  240,20210227,  345,   10,   15,   40,   18,   10,    1,   60,   18,   49,   -1,    2,  101,   15,  -25,    6,   62,   58,  894,    0,    0,    0,    1,10406,10420,   11,10391,    1,    1,    1,   65,   18,    6,   89,   99,    3,   67,   15,   11
  240,20210228,   51,   23,   24,   50,   15,    0,    1,   70,   14,   41,  -21,    5,   97,   13,  -37,    6,   77,   72, 1102,    0,    0,    0,    1,10377,10405,    1,10356,   23,    0,    5,   80,   13,    4,   89,   99,    8,   66,   14,   14
  240,20210301,   76,   42,   43,   50,    2,   30,    6,   90,    7,   57,   22,    6,  103,   14,    7,    6,   62,   57,  965,    0,    0,    0,    1,10337,10357,    1,10319,   20,   20,    2,   75,   17,    3,   84,   98,    1,   65,   15,   12
  240,20210302,   77,   26,   28,   40,    1,   10,   18,   70,   10,   65,    2,    5,  133,   14,  -20,   12,   97,   89, 1170,    0,    0,    0,    1,10301,10319,    1,10285,   24,   45,    6,   72,   13,    0,   80,   97,    4,   57,   12,   16
  240,20210303,  311,   19,   22,   30,    8,   10,    1,   80,   18,   41,   13,    5,   73,   14,  -24,    6,   24,   22,  694,    0,    0,    0,    1,10274,10289,    8,10247,   24,    1,    6,   57,    1,    6,   94,   99,    9,   83,   14,    9
  240,20210304,  358,   34,   35,   60,   17,   20,    1,  110,    9,   41,   23,   24,   60,   16,   13,   24,    3,    3,  236,    0,   -1,   -1,    1,10226,10249,   24,10213,   15,   22,    1,   80,   21,    8,   82,   94,    1,   64,   20,    3
  240,20210305,   26,   31,   33,   50,   11,   10,   23,   80,   10,   28,  -12,   23,   74,   14,  -52,   24,   91,   82, 1225,    0,    0,    0,    1,10306,10349,   23,10255,    1,   70,    1,   83,   12,    1,   68,   89,   24,   47,   13,   14
  240,20210306,   38,   12,   17,   30,   11,    0,    6,   70,   10,   16,  -39,    4,   78,   13,  -63,    6,   72,   64, 1015,    0,    0,    0,    1,10334,10355,    9,10302,   24,   56,    6,   83,   11,    3,   78,   97,    5,   50,   12,   11
  240,20210307,  305,   20,   21,   40,   13,    0,    6,   70,   14,   27,  -28,    1,   57,   15,  -55,    6,   10,    9,  375,    0,    0,    0,    1,10260,10298,    1,10239,   17,   59,   24,   83,    9,    8,   75,   96,    1,   57,   12,    4
  240,20210308,  246,   34,   39,   60,   15,   20,    1,   90,   16,   49,   27,    1,   81,   13,   18,    6,   36,   32,  773,   77,   38,   10,   24,10222,10238,    1,10186,   24,   28,   24,   79,   14,    8,   79,   94,   24,   58,   13,   10
  240,20210309,  290,   33,   42,   60,    1,   10,   22,   90,    2,   54,   10,   23,   71,   11,  -21,   24,    2,    2,  379,   45,   31,   10,    4,10177,10190,   19,10164,    4,   20,    2,   75,   11,    7,   86,   95,    1,   77,   17,    5
  240,20210310,  191,   74,   76,  130,   24,   20,    1,  180,   21,   58,    6,    1,   87,   14,  -10,    6,    0,    0,  363,   56,   40,   11,   18,10110,10182,    1, 9989,   24,   33,    6,   69,   13,    8,   84,   95,    6,   65,   12,    5
  240,20210311,  231,  128,  134,  200,   11,  100,   18,  300,   11,   89,   64,   24,  112,   13,   57,   24,   26,   23,  646,   18,    8,    4,    6, 9949,10012,   24, 9899,    9,   32,    1,   75,   24,    7,   77,   93,    1,   66,   10,    9
  240,20210312,  228,   92,   95,  130,   13,   80,    4,  230,   13,   68,   52,    7,   87,   13,   45,    6,   36,   31,  519,   21,   52,   29,   14,10013,10041,    6, 9974,   24,   34,   10,   75,    2,    7,   79,   88,   10,   74,   18,    7
  240,20210313,  242,  104,  115,  160,   15,   70,   24,  240,   14,   68,   51,   23,   90,   13,   43,   24,   23,   20,  660,   51,   62,   17,    3, 9927,10003,   24, 9878,    5,   56,   11,   75,    6,    7,   77,   89,    2,   68,    8,    9
  240,20210314,  276,   69,   70,   90,   13,   50,   20,  130,   13,   66,   49,    4,   91,   12,   43,    6,   32,   27,  710,   28,   22,    8,   23,10081,10113,   17,10011,    1,   62,   21,   75,    1,    8,   80,   93,   24,   72,   14,    9
  240,20210315,  316,   74,   74,  110,   13,   40,    3,  160,   13,   66,   48,    6,   84,   13,   39,    6,   21,   18,  623,   15,    8,    4,    2,10154,10221,   24,10090,    1,   50,    1,   75,    9,    7,   83,   95,    2,   71,   11,    8
  240,20210316,  305,   34,   37,   60,   12,   10,   20,   90,    1,   55,   35,   23,   72,   10,   29,   24,    0,    0,  442,  123,   67,   17,   11,10239,10257,   24,10225,    1,   59,   10,   70,   14,    8,   89,   97,   20,   83,   13,    6
  240,20210317,  347,   41,   43,   60,    8,   20,   23,  110,   10,   52,    6,   24,   78,   14,  -15,   24,    6,    5,  532,    0,   -1,   -1,    1,10273,10291,   21,10256,    3,   60,    5,   75,   11,    8,   83,   95,    3,   71,   16,    7
  240,20210318,  345,   27,   33,   60,   16,   10,    1,  100,   16,   48,    2,    1,   85,   15,  -21,    6,   23,   19,  630,    7,    6,    6,   14,10240,10281,    1,10208,   21,   44,    5,   75,   11,    8,   85,   98,    7,   74,   23,    8
  240,20210319,   25,   44,   45,   60,   10,   20,    4,  100,   14,   49,    9,    5,   94,   15,  -17,    6,  108,   90, 1519,    0,    0,    0,    1,10269,10303,   24,10225,    1,   65,    5,   83,   10,    2,   73,   91,    5,   48,   14,   19
  240,20210320,  282,   28,   31,   60,   15,   10,    3,   80,   12,   43,  -25,    5,   84,   12,  -47,    6,   36,   30,  967,    6,    1,    1,   17,10287,10309,    7,10249,   24,   50,   17,   80,   10,    7,   87,   98,    7,   66,   11,   12
  240,20210321,  332,   53,   56,   80,    9,   30,    2,  140,    9,   63,   36,   22,   80,   13,   24,   24,    5,    4,  628,    4,    1,    1,    1,10249,10259,   20,10234,    3,   59,    3,   75,    7,    8,   77,   93,    3,   63,   11,    8
  240,20210322,  313,   23,   28,   40,    1,   10,   20,   70,    9,   53,    9,   23,   89,   16,  -18,   24,   24,   20,  706,    0,   -1,   -1,    1,10256,10262,   20,10246,    3,   61,    2,   82,   16,    7,   81,   93,   23,   62,   16,    9
  240,20210323,  224,   34,   39,   70,   13,   10,    1,   90,   12,   64,   18,    3,  111,   13,   -4,    6,   33,   27,  904,    0,    0,    0,    1,10244,10254,    1,10231,   24,   50,    7,   70,    1,    7,   82,   92,    3,   71,   11,   12
  240,20210324,  224,   35,   41,   70,   14,   10,   24,  100,   12,   72,   11,    6,  132,   13,   -6,    6,  107,   86, 1548,    0,    0,    0,    1,10212,10229,    1,10200,   24,   26,    5,   71,   16,    6,   78,   96,    5,   56,   13,   21
  240,20210325,  219,   38,   44,   80,   14,   20,    1,  120,   17,   83,   43,    1,  123,   13,   14,    6,   57,   46, 1071,    6,    4,    3,    9,10191,10197,    1,10178,   24,   25,    9,   83,   17,    6,   76,   93,    6,   39,   16,   15
  240,20210326,  196,   65,   71,  110,   12,   40,    1,  150,   11,   97,   57,   24,  142,   13,   49,    6,   50,   40, 1163,   28,   20,    7,   22,10132,10172,    1,10090,   20,   61,    6,   83,   15,    7,   72,   91,   21,   53,   12,   17
  240,20210327,  249,   77,   83,  120,    9,   40,   20,  180,   12,   69,   41,   20,   95,   15,   20,   24,   60,   48, 1069,    0,   -1,   -1,    1,10194,10249,   21,10108,    1,   66,   23,   80,    7,    7,   71,   88,    1,   57,   16,   14
  240,20210328,  221,   88,   89,  130,   15,   60,    1,  200,   15,   94,   64,    4,  118,   14,   53,    6,   14,   11,  582,    5,    2,    2,   11,10239,10248,   20,10231,    6,   63,   10,   80,    8,    8,   73,   84,    2,   67,    8,    8
  240,20210329,  224,   63,   65,   90,    9,   20,   20,  150,   10,  116,   69,   24,  177,   16,   15,   24,  117,   92, 1806,    0,    0,    0,    1,10272,10296,   23,10242,    1,   69,   10,   83,   17,    4,   64,   79,    4,   39,   17,   28
  240,20210330,  157,   17,   24,   40,   13,   10,    1,   70,   14,  124,   20,    6,  209,   15,  -25,    6,  116,   91, 1856,    0,    0,    0,    1,10286,10311,    9,10250,   24,   63,   24,   78,   10,    2,   59,   88,    6,   35,   16,   29
  240,20210331,  249,    7,   15,   40,   15,    0,    3,   70,   15,  145,   51,    6,  229,   13,    6,    6,  114,   89, 1740,    0,    0,    0,    1,10212,10244,    1,10195,   24,   60,    4,   81,   15,    4,   57,   89,    3,   29,   13,   28
