STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  240,20210701,  273,   51,   53,   70,   14,   40,    1,  100,   15,  153,  133,    3,  181,   15,  131,    6,   10,    6, 1064,    5,    4,    4,    3,10152,10161,   21,10140,    3,   48,    3,   70,   18,    8,   85,   94,    3,   74,   10,   18
  240,20210702,  262,   18,   26,   40,    2,   10,   22,   80,   15,  168,  121,   24,  218,   13,   88,   24,   79,   47, 1992,    0,   -1,   -1,    1,10167,10175,   15,10152,    3,   56,    6,   80,   13,    5,   83,   97,    1,   66,   13,   34
  240,20210703,  125,   12,   27,   50,   17,   10,    1,   80,   16,  186,  121,    1,  243,   15,   87,    6,   33,   20, 1304,   12,    7,    3,   17,10140,10167,    1,10118,   24,   50,    1,   81,   14,    7,   81,   98,    1,   62,   11,   23
  240,20210704,  254,   14,   24,   50,   14,   10,    1,   80,   14,  181,  140,   24,  225,   11,  118,   24,   46,   28, 1704,   11,   14,    9,    2,10093,10115,    1,10080,   24,   34,    3,   81,   11,    7,   84,   98,    2,   63,   11,   30
  240,20210705,  180,   33,   43,   60,    8,   30,    1,   90,    8,  172,  149,    5,  197,   16,  142,    6,   32,   19, 1316,    8,   21,   16,   23,10070,10079,   13,10038,   24,   57,   23,   75,    8,    8,   82,   95,    1,   71,   10,   23
  240,20210706,  200,   75,   82,  120,   18,   40,    1,  190,   17,  177,  147,   23,  209,    9,  133,   24,   53,   32, 1405,   14,   10,    3,    3,10041,10102,   24,10000,    6,   61,    2,   82,   12,    7,   73,   94,    3,   58,   10,   25
  240,20210707,  217,   31,   40,   70,    8,    0,   22,  110,   12,  173,  122,   23,  219,   14,  103,   24,   89,   54, 1772,    0,   -1,   -1,    1,10143,10187,   24,10102,    2,   65,   23,   83,   18,    6,   73,   93,   24,   59,   14,   31
  240,20210708,  274,   23,   28,   60,   15,   10,    1,  100,   16,  173,  117,    2,  223,   13,   85,    6,  101,   61, 2402,    0,    0,    0,    1,10205,10222,   23,10187,    1,   61,   24,   81,   17,    6,   77,   97,   24,   59,   15,   42
  240,20210709,  286,   23,   28,   50,   12,   10,    1,   90,   14,  168,  108,    3,  214,   11,   77,    6,  121,   73, 2197,    0,    0,    0,    1,10211,10218,    1,10197,   24,   56,    4,   77,   18,    3,   82,   98,    2,   66,    9,   38
  240,20210710,  333,    5,   13,   20,   10,    0,    2,   60,   15,  172,  125,    4,  220,   12,   92,    6,   22,   13, 1337,   13,  119,   85,   15,10165,10193,    1,10148,   18,    7,   15,   74,   14,    7,   82,   98,    3,   59,   13,   23
  240,20210711,  299,   14,   22,   50,   15,   10,    2,   90,   15,  175,  126,    2,  227,   13,  110,    6,   38,   23, 1413,    6,   19,   15,    9,10158,10170,    9,10143,   24,   37,    3,   75,   17,    8,   86,   98,    2,   67,   15,   25
  240,20210712,   54,   23,   27,   50,   18,    0,    2,   80,   18,  194,  137,    1,  237,   11,  113,    6,   19,   12, 1136,   13,   19,    9,   20,10109,10138,    1,10092,   18,   41,    3,   80,    9,    8,   82,   98,    2,   64,   13,   20
  240,20210713,  348,   41,   43,   60,   14,   20,    1,   90,   19,  188,  170,   23,  212,   13,  165,    6,    1,    1,  813,    0,    0,    0,    1,10111,10121,   19,10097,    3,   18,    1,   70,   16,    8,   89,   97,    1,   80,   13,   14
  240,20210714,  329,   62,   63,   80,   15,   40,    1,  130,   19,  179,  167,    3,  200,   17,  166,    6,   11,    7,  885,    0,    0,    0,    1,10119,10132,   24,10112,   17,   30,    2,   70,   11,    8,   92,   97,    1,   85,   11,   16
  240,20210715,  356,   65,   66,   80,   10,   50,   23,  130,    6,  183,  164,   24,  211,   16,  156,   24,   16,   10, 1030,    0,    0,    0,    1,10169,10211,   23,10133,    3,   31,    3,   75,   14,    8,   82,   97,    3,   71,   16,   18
  240,20210716,  341,   46,   48,   60,    1,   30,   24,  100,    1,  181,  157,    2,  223,   14,  146,    6,   90,   55, 2257,    0,    0,    0,    1,10234,10260,   24,10213,    1,   63,   19,   71,    2,    7,   72,   84,   24,   62,   12,   40
  240,20210717,  348,   34,   38,   60,   16,   20,    2,  100,   11,  195,  122,    4,  255,   13,  100,    6,  150,   92, 2811,    0,    0,    0,    1,10262,10272,    9,10253,   24,   56,    4,   83,   16,    0,   74,   97,    3,   48,   12,   51
  240,20210718,  328,   30,   36,   70,   16,   10,    3,  100,   16,  200,  138,    5,  258,   13,  109,    6,  149,   92, 2768,    0,    0,    0,    1,10239,10252,    1,10228,   19,   57,    3,   83,   11,    0,   74,   98,    3,   53,   13,   50
  240,20210719,   40,   26,   28,   50,   15,   10,    2,   80,   13,  183,  138,    4,  227,   11,  109,    6,   88,   54, 2074,    0,    0,    0,    1,10223,10232,    8,10214,   19,   65,    2,   83,   19,    3,   73,   96,    3,   53,   16,   37
  240,20210720,   83,   14,   17,   30,   12,    0,    3,   70,   13,  182,  120,    4,  235,   17,   90,    6,  124,   77, 2565,    0,    0,    0,    1,10218,10226,   23,10211,   16,   62,    4,   82,   17,    2,   68,   95,    4,   46,   15,   45
  240,20210721,  315,   14,   22,   40,   14,    0,    2,   70,   13,  196,  135,    2,  253,   14,   88,    6,  118,   73, 2419,    0,    0,    0,    1,10233,10239,    8,10224,    3,   61,    4,   80,   19,    2,   69,   97,    3,   47,   11,   44
  240,20210722,   13,   31,   33,   40,    7,   20,    1,   80,   16,  182,  142,    2,  229,   15,  111,    6,  114,   71, 2582,    0,    0,    0,    1,10224,10236,   10,10212,   24,   58,    1,   83,   18,    2,   69,   92,    1,   47,   16,   46
  240,20210723,   54,   26,   30,   50,   14,   10,    2,   90,   16,  179,  136,    2,  218,   15,  100,    6,   56,   35, 1486,    0,    0,    0,    1,10177,10210,    1,10138,   24,   66,    1,   81,   13,    6,   74,   89,    2,   57,   14,   26
  240,20210724,   70,   22,   35,   60,    5,   10,   24,   90,    5,  189,  150,    4,  226,   15,  134,    6,   25,   16, 1075,    0,   -1,   -1,    1,10095,10133,    1,10081,   17,   35,   24,   75,    9,    8,   80,   95,   24,   71,    9,   19
  240,20210725,  300,    8,   19,   40,   16,   10,    6,  100,   16,  195,  155,    4,  243,   15,  136,    6,   37,   23, 1295,   13,   22,   14,   16,10077,10090,   22,10066,    4,   21,    4,   80,   15,    7,   83,   96,   24,   57,   15,   23
  240,20210726,  227,   20,   36,   60,   12,   10,    5,   90,   11,  193,  153,    1,  247,   13,  124,    6,   80,   50, 1766,    9,   46,   45,   23,10091,10107,   22,10080,    1,   46,   24,   80,   12,    8,   85,   97,    1,   66,   11,   32
  240,20210727,  200,   36,   40,   60,   11,   20,    2,  110,   17,  179,  156,   24,  220,   14,  145,   24,   13,    8, 1076,   20,   14,    7,   11,10097,10108,    1,10086,   24,   26,    5,   80,   15,    8,   86,   95,    2,   69,   15,   19
  240,20210728,  215,   75,   79,  110,   16,   40,    1,  170,   18,  176,  143,   24,  216,   13,  134,   24,   51,   32, 1233,   13,   48,   40,   15,10076,10082,    1,10070,   23,   47,    4,   82,   18,    6,   78,   95,    3,   57,   17,   21
  240,20210729,  234,   76,   78,  110,    9,   40,   22,  170,   10,  169,  125,    4,  210,   14,  108,    6,  128,   81, 2462,   15,   62,   43,    2,10091,10105,   16,10067,    2,   59,    1,   81,   14,    4,   70,   89,    1,   52,   16,   42
  240,20210730,  201,   56,   59,   90,   19,   30,    4,  150,   19,  169,  124,    4,  223,   11,  105,    6,   38,   24, 1121,   34,  138,   60,   23,10056,10092,    1,10021,   24,   50,   14,   81,    8,    7,   77,   94,   14,   59,    8,   19
  240,20210731,  257,   67,   70,   90,    4,   30,   21,  150,    5,  167,  138,   23,  210,   14,  119,   24,   62,   40, 1493,   18,   67,   34,    6,10065,10092,   21,10021,    1,   58,    5,   75,   12,    7,   85,   95,   24,   71,   13,   26
  240,20210801,  281,   29,   39,   60,   12,   10,   24,  100,   12,  158,  109,   23,  196,   15,   74,   24,   39,   25, 1283,   17,   28,   13,   10,10098,10128,   23,10076,    3,   56,    5,   80,   17,    6,   85,   96,    5,   68,   17,   22
  240,20210802,  306,   25,   27,   50,   12,    0,    7,   90,   14,  148,   97,    4,  203,   12,   61,    6,   73,   47, 1898,    0,   -1,   -1,    1,10142,10153,   21,10127,    1,   65,    3,   82,    9,    4,   75,   93,    4,   55,   12,   31
  240,20210803,   35,   19,   22,   40,   12,    0,    1,   70,   14,  152,  101,    3,  200,   14,   63,    6,   19,   12,  991,    0,    0,    0,    1,10138,10146,    1,10130,   17,   65,    1,   83,   14,    6,   78,   97,    1,   61,   14,   16
  240,20210804,   52,   14,   18,   40,   16,    0,    1,  100,   17,  164,  104,    4,  221,   13,   70,    6,   72,   47, 1568,   18,  310,  265,   17,10133,10143,    6,10119,   24,   45,   16,   82,   10,    6,   82,   97,    1,   55,   13,   27
  240,20210805,  124,   21,   24,   50,   22,    0,    8,   70,   12,  184,  111,    4,  235,   13,   84,    6,   66,   43, 1842,    0,    0,    0,    1,10071,10114,    1,10010,   24,    1,    2,   81,   10,    5,   77,   99,    2,   53,   12,   33
  240,20210806,  207,   68,   72,  100,   12,   40,    1,  150,   12,  186,  163,   24,  217,   16,  155,   24,   55,   36, 1424,    6,   10,    9,    2,10010,10027,   24, 9996,    4,   65,    6,   80,   10,    7,   76,   92,    6,   61,   17,   25
  240,20210807,  184,   51,   54,   80,   13,   30,   19,  120,   12,  170,  141,    3,  229,   14,  130,    6,   56,   37, 1615,   21,   51,   24,   18,10006,10027,    1, 9990,   15,   65,   19,   83,   13,    6,   80,   95,   20,   53,   13,   28
  240,20210808,  216,   78,   79,  110,   16,   30,    1,  170,   12,  169,  142,    2,  204,   16,  129,    6,   53,   35, 1454,   16,   64,   26,    3,10064,10113,   24,10001,    1,   59,    3,   80,   12,    8,   80,   96,    1,   60,   15,   25
  240,20210809,  214,   63,   67,  100,   17,   40,   22,  140,   16,  167,  144,    4,  200,   15,  133,   24,   56,   37, 1387,   21,   65,   32,   14,10132,10145,   21,10116,    1,   58,    2,   80,   17,    7,   79,   91,    2,   63,   17,   24
  240,20210810,  233,   43,   49,   70,   12,   20,   21,  110,   12,  171,  130,   24,  215,   14,   87,   24,   98,   65, 1938,   13,   35,   21,    8,10155,10176,   23,10139,    2,   50,    8,   83,   17,    4,   79,   94,    8,   56,   15,   33
  240,20210811,  227,   16,   28,   50,   16,   10,   20,   90,   16,  177,  121,    5,  238,   12,   89,    6,   89,   59, 1890,    0,    0,    0,    1,10186,10197,   21,10174,    2,   59,    4,   81,   12,    6,   81,   97,    4,   61,   12,   33
  240,20210812,  239,   22,   29,   50,   10,   10,    1,   80,   10,  184,  134,    5,  235,   16,  103,    6,   84,   56, 1990,    0,   -1,   -1,    1,10190,10196,   21,10186,    3,   44,    5,   80,    9,    6,   80,   96,    1,   65,   10,   35
  240,20210813,  235,   49,   54,   80,    9,   20,    1,  120,    9,  178,  144,   24,  217,   14,  106,    6,   61,   41, 1683,    0,    0,    0,    1,10207,10218,   15,10190,    5,   61,    2,   80,   11,    7,   79,   94,    5,   61,   12,   29
  240,20210814,  234,   43,   48,   70,   10,   20,   22,  110,   11,  185,  155,    5,  223,   13,  115,   24,  105,   71, 2018,    0,    0,    0,    1,10193,10207,    1,10168,   24,   60,    7,   82,   16,    7,   77,   95,    5,   58,   15,   36
  240,20210815,  239,   51,   56,   90,   14,   20,    5,  140,   14,  195,  151,    4,  245,   13,  120,    6,   95,   64, 2086,    0,    0,    0,    1,10121,10164,    1,10083,   24,   62,   23,   82,   15,    6,   76,   90,    4,   35,   13,   38
  240,20210816,  291,   76,   79,  110,   15,   50,    4,  170,   16,  162,  134,   24,  187,    1,  115,   24,   40,   27, 1167,   12,   52,   40,    5,10123,10170,   23,10074,    4,   64,    1,   81,   18,    7,   71,   93,    5,   56,   15,   20
  240,20210817,  265,   46,   48,   80,    9,   20,   21,  110,    8,  156,  136,    1,  171,    9,  115,    6,    0,    0,  541,   38,   48,   18,   17,10159,10169,    2,10147,   18,   63,   12,   75,    1,    8,   85,   96,   19,   71,    1,    9
  240,20210818,  256,   48,   50,   80,   12,   20,    6,  110,   13,  170,  137,   24,  200,   13,  119,   24,    4,    3,  918,    0,   -1,   -1,    1,10142,10154,    1,10126,   24,   65,    1,   75,    9,    7,   81,   93,    1,   71,   14,   16
  240,20210819,  242,   42,   44,   60,   12,   30,    1,   90,   12,  165,  127,   23,  192,   14,  108,   24,    0,    0,  390,    9,    4,    4,   16,10132,10143,   24,10119,    4,   25,   15,   75,   13,    8,   87,   93,   15,   79,   13,    7
  240,20210820,  243,   29,   37,   60,   12,   10,   21,   90,   12,  177,  129,    2,  225,   11,   96,   24,   70,   48, 1593,    1,    4,    4,    4,10160,10182,   21,10137,    3,   27,   23,   80,   12,    7,   86,   98,   24,   67,   12,   28
  240,20210821,  121,   19,   25,   40,   12,   10,    1,   80,   22,  186,  123,    2,  236,   16,   89,    6,   19,   13, 1121,   29,  140,   79,   22,10166,10181,    9,10139,   24,    1,    5,   83,   14,    8,   84,   99,    3,   61,   15,   20
  240,20210822,  318,   34,   43,   70,   21,   10,    1,  100,   19,  180,  161,    4,  209,   13,  151,    6,    7,    5,  783,   44,   85,   40,   10,10154,10201,   24,10132,    4,   40,    6,   75,   12,    8,   90,   97,    2,   78,   12,   14
  240,20210823,   22,   47,   48,   60,    2,   30,   23,  100,    2,  184,  153,   24,  221,   15,  132,   24,   94,   66, 1963,    0,    0,    0,    1,10250,10282,   24,10206,    1,   60,    1,   83,   17,    4,   73,   91,    1,   52,   14,   35
  240,20210824,   30,   44,   44,   60,    9,   30,    1,   90,    9,  177,  143,    2,  216,   13,  127,    6,  118,   83, 2126,    0,    0,    0,    1,10285,10297,    9,10274,   24,   57,    2,   83,   15,    4,   78,   94,   24,   57,   14,   37
  240,20210825,  336,   35,   39,   60,   14,   20,    2,  100,   13,  165,  133,    5,  210,   13,  104,    6,   64,   45, 1552,    2,    1,    1,   23,10227,10269,    1,10174,   24,   20,    1,   83,   13,    7,   84,   98,    4,   58,   12,   26
  240,20210826,  342,   43,   45,   60,   10,   30,   20,  120,   11,  159,  111,   24,  197,   16,   87,   24,   36,   26, 1099,    1,    1,    1,   11,10167,10186,   22,10157,   16,   62,   12,   80,   17,    6,   77,   90,   24,   67,   16,   18
  240,20210827,  344,   46,   47,   80,    9,   20,   23,  160,   12,  156,  112,    1,  199,   14,   87,    6,   68,   49, 1318,   12,   25,    8,   18,10194,10204,   22,10184,    2,   65,   21,   80,    8,    5,   80,   94,   24,   65,    8,   22
  240,20210828,   11,   49,   51,   70,   10,   30,    1,  120,   11,  172,  147,    1,  210,   13,  135,    6,   63,   45, 1447,    0,   -1,   -1,    1,10216,10229,   20,10203,    1,   65,    1,   82,   15,    7,   78,   92,    1,   61,   14,   25
  240,20210829,  349,   46,   48,   70,   10,   30,   20,  110,   10,  165,  153,    3,  179,   15,  143,    6,    0,    0,  440,   15,    5,    2,   20,10210,10220,    1,10199,   15,   58,   19,   75,    9,    8,   86,   94,   18,   78,   10,    7
  240,20210830,    4,   42,   43,   60,   14,   20,   24,  110,   18,  174,  131,   24,  215,   14,  114,   24,   50,   36, 1081,    0,    0,    0,    1,10222,10244,   24,10209,    4,   60,    4,   80,   14,    6,   84,   94,    4,   67,   15,   19
  240,20210831,  353,   34,   35,   50,   12,   20,    1,   90,   17,  159,  117,    3,  193,   11,   92,    6,   23,   17,  928,    0,    0,    0,    1,10268,10285,   23,10245,    1,   59,    2,   75,    9,    6,   82,   97,    3,   71,   11,   16
  240,20210901,  356,   21,   23,   30,    8,   10,    6,   60,    8,  166,  148,    5,  188,   13,  139,    6,    3,    2,  752,    0,    0,    0,    1,10287,10294,   10,10282,    3,   69,   17,   80,   10,    8,   76,   82,    1,   67,   11,   13
  240,20210902,   29,   22,   23,   30,    8,   10,    1,   60,   11,  160,  132,   24,  200,   15,   99,   24,   39,   29, 1009,    0,    0,    0,    1,10269,10286,    1,10248,   24,   62,    7,   77,   14,    5,   78,   91,   24,   64,   15,   17
  240,20210903,   49,   41,   42,   50,    8,   20,    1,   90,   18,  165,  125,    2,  211,   14,   83,    6,  123,   91, 1911,    0,    0,    0,    1,10217,10244,    1,10199,   18,   58,    4,   71,   17,    1,   82,   93,    1,   67,   13,   33
  240,20210904,   66,   41,   42,   70,   10,   30,    4,  100,   10,  160,  132,   23,  201,   16,  109,   24,   93,   69, 1802,    0,    0,    0,    1,10195,10203,   23,10186,   16,   64,    4,   80,   15,    5,   79,   89,    1,   65,   15,   30
  240,20210905,   58,   26,   27,   40,    9,   10,   24,   90,   20,  164,  106,    5,  218,   15,   64,    6,  117,   87, 1921,    0,    0,    0,    1,10218,10232,   24,10203,    1,   60,    6,   82,   16,    3,   78,   96,   24,   58,   16,   33
  240,20210906,   77,   13,   14,   20,    2,    0,    5,   50,   16,  181,  119,    4,  250,   16,   68,    6,   88,   66, 1600,    0,    0,    0,    1,10241,10250,    9,10231,    1,   29,    5,   76,   17,    7,   76,   98,    1,   51,   15,   28
  240,20210907,  111,   16,   20,   30,   10,   10,    1,   50,   16,  195,  134,    4,  257,   14,   98,    6,   89,   67, 1680,    0,    0,    0,    1,10226,10242,    8,10202,   24,   60,    3,   81,   15,    7,   74,   93,    3,   48,   13,   30
  240,20210908,  102,   33,   34,   50,   11,   20,    3,   80,   11,  204,  140,    4,  266,   14,  102,    6,  122,   92, 1841,    0,    0,    0,    1,10154,10196,    1,10111,   24,   69,    6,   83,   17,    2,   69,   87,    5,   45,   15,   34
  240,20210909,  211,   11,   27,   60,   14,   10,    5,   90,   14,  199,  146,    5,  260,   13,  104,    6,  100,   76, 1609,    0,    0,    0,    1,10098,10106,    1,10090,    7,   64,    6,   83,   16,    5,   75,   94,   24,   59,   16,   29
  240,20210910,  221,   30,   35,   60,   12,   10,    2,   90,   13,  196,  165,    1,  236,   12,  138,    6,   25,   19,  932,    2,    6,    5,   14,10120,10138,   21,10102,    2,   50,    3,   75,   14,    8,   84,   95,    3,   71,   17,   17
  240,20210911,  234,   49,   54,   70,   12,   40,    1,  100,   12,  185,  165,    1,  217,   12,  149,    6,   10,    8,  767,    8,   11,    5,   10,10154,10171,   20,10135,    3,   48,    9,   75,   22,    8,   86,   94,    6,   78,   23,   14
  240,20210912,  268,   23,   35,   50,   11,   10,   23,   80,   12,  165,  120,   23,  215,   12,   92,   24,   70,   54, 1433,    0,    0,    0,    1,10178,10192,   22,10164,    1,   57,    5,   83,   13,    8,   82,   94,   23,   63,   13,   24
  240,20210913,   67,   25,   27,   40,   11,   10,    1,   70,   14,  155,  118,    1,  190,   13,   88,    6,   43,   33, 1051,    0,    0,    0,    1,10186,10201,   10,10169,   24,   65,    1,   75,   10,    8,   85,   96,    5,   72,   13,   18
  240,20210914,   94,   30,   33,   40,    1,   20,   18,   80,   13,  181,  125,    5,  236,   13,  104,    6,   54,   42, 1284,    2,    1,    1,   18,10133,10167,    1,10104,   24,   42,   24,   81,   13,    7,   81,   96,   24,   59,   13,   23
  240,20210915,  278,   28,   38,   70,   15,   10,    4,  100,   15,  167,  137,   23,  193,   13,  120,    6,    6,    5,  506,    0,   -1,   -1,    1,10115,10146,   24,10094,    4,    1,    3,   75,   11,    7,   85,   99,    3,   73,   18,    9
  240,20210916,  274,   42,   44,   60,    8,   10,   24,   90,    9,  166,  129,   22,  209,   13,   75,   24,   93,   73, 1432,    0,   -1,   -1,    1,10166,10177,   23,10146,    1,   47,   24,   80,   12,    5,   78,   94,   23,   65,   15,   24
  240,20210917,  251,   10,   24,   60,   13,   10,    1,   90,   14,  164,  117,   24,  208,   13,   67,   24,   55,   44, 1021,    3,    5,    5,   11,10158,10172,    1,10151,   16,   27,    6,   80,   13,    8,   87,   97,   20,   65,   13,   17
  240,20210918,   85,   20,   23,   40,   15,   10,    1,   60,   14,  161,  112,    3,  222,   14,   64,    6,   67,   53, 1271,    0,    0,    0,    1,10165,10174,   10,10160,   24,   15,    2,   83,   13,    7,   83,   98,    1,   57,   11,   21
  240,20210919,   96,   39,   40,   50,    6,   30,    1,   70,    6,  160,  123,    2,  212,   13,  111,    6,   57,   46, 1294,    0,    0,    0,    1,10156,10179,   24,10146,   14,   61,    5,   82,   14,    8,   80,   94,    4,   62,   13,   22
  240,20210920,   78,   32,   34,   60,   10,    0,   24,  100,   10,  131,   78,   23,  174,   12,   15,   24,   88,   71, 1275,    0,    0,    0,    1,10228,10279,   24,10182,    1,   65,   23,   83,   13,    6,   70,   94,   24,   54,   15,   20
  240,20210921,  256,   20,   25,   50,   14,    0,    3,   80,   14,  133,   65,    6,  191,   12,    6,    6,   99,   80, 1357,    0,    0,    0,    1,10298,10307,   20,10278,    2,   40,   24,   82,    9,    8,   79,   98,   24,   53,   10,   22
  240,20210922,  228,   35,   40,   60,   14,   10,    1,   90,   15,  149,   92,    4,  211,   13,   36,    6,   90,   73, 1415,    0,    0,    0,    1,10266,10295,    1,10219,   24,   25,    2,   81,   13,    5,   80,   98,    1,   60,   13,   23
  240,20210923,  254,   55,   60,   90,    9,   20,   22,  140,    8,  163,  120,    1,  190,   12,   91,   24,   20,   16,  706,    0,   -1,   -1,    1,10176,10212,    1,10159,   17,   29,    5,   75,    7,    7,   81,   96,    5,   70,   11,   12
  240,20210924,  231,   55,   56,  100,   13,   20,    7,  150,   14,  178,  125,    6,  216,   13,  109,    6,   63,   52, 1214,    0,    0,    0,    1,10148,10163,    1,10137,   16,   64,    7,   81,   12,    7,   78,   92,    6,   64,   12,   21
  240,20210925,  163,   22,   28,   40,    1,   20,   14,   60,    1,  177,  141,   24,  209,   15,  112,   24,   23,   19,  661,    0,    0,    0,    1,10148,10159,   10,10137,   24,   56,    8,   70,    1,    8,   88,   94,   19,   78,   15,   12
  240,20210926,  175,   24,   30,   50,   13,   20,    2,   80,   13,  177,  133,    4,  232,   14,   92,    6,   47,   39,  974,    4,    7,    7,    6,10136,10145,   20,10127,    4,   50,    6,   80,   14,    7,   85,   96,    4,   63,   13,   17
  240,20210927,  195,   47,   58,  100,   15,   30,    2,  150,   13,  156,  113,   23,  205,   12,   91,   24,   31,   26,  607,   18,   30,   24,   14,10137,10197,   24,10096,   12,   34,    6,   80,   16,    5,   85,   96,    4,   68,   19,   10
  240,20210928,  173,   44,   46,   60,   12,   40,    1,  100,   13,  144,  107,    3,  195,   13,   89,    6,   88,   74, 1265,    0,    0,    0,    1,10194,10219,    9,10150,   24,   65,    2,   82,   16,    5,   77,   94,    3,   55,   14,   21
  240,20210929,  256,   43,   65,  100,   14,   40,    8,  170,   14,  122,   99,   22,  152,   14,   86,   24,   15,   13,  416,   61,   90,   26,   10,10157,10221,   24,10114,    6,   57,   10,   80,   17,    7,   82,   92,    8,   68,   18,    6
  240,20210930,  206,   64,   69,   90,   21,   40,    7,  130,   13,  131,   96,    2,  151,   11,   86,    6,   21,   18,  569,    0,   -1,   -1,    1,10212,10239,    8,10164,   24,   70,    1,   83,   22,    7,   70,   84,    1,   64,   22,    9
